dataset,n,R,metodo,tiempo
densidad-baja,50,8,BT-F,0.006502
densidad-baja,51,8,BT-0,0.007724
densidad-baja,51,8,BT-F,0.006603
densidad-baja,52,8,BT-0,0.011631
densidad-baja,52,8,BT-F,0.011251
densidad-baja,53,9,BT-0,0.012293
densidad-baja,53,9,BT-F,0.012423
densidad-baja,54,9,BT-0,0.01065
densidad-baja,54,9,BT-F,0.011722
densidad-baja,55,9,BT-0,0.01048
densidad-baja,55,9,BT-F,0.010159
densidad-baja,56,9,BT-0,0.014858
densidad-baja,56,9,BT-F,0.014336
densidad-baja,57,9,BT-0,0.013776
densidad-baja,57,9,BT-F,0.006963
densidad-baja,58,9,BT-0,0.010429
densidad-baja,58,9,BT-F,0.010991
densidad-baja,59,10,BT-0,0.014777
densidad-baja,59,10,BT-F,0.015229
densidad-baja,60,10,BT-0,0.013054
densidad-baja,60,10,BT-F,0.014828
densidad-baja,61,10,BT-0,0.014007
densidad-baja,61,10,BT-F,0.014106
densidad-baja,62,10,BT-0,0.013886
densidad-baja,62,10,BT-F,0.020097
densidad-baja,63,10,BT-0,0.013636
densidad-baja,63,10,BT-F,0.011351
densidad-baja,64,10,BT-0,0.022753
densidad-baja,64,10,BT-F,0.015188
densidad-baja,65,11,BT-0,0.015439
densidad-baja,65,11,BT-F,0.016211
densidad-baja,66,11,BT-0,0.012333
densidad-baja,66,11,BT-F,0.011051
densidad-baja,67,11,BT-0,0.014317
densidad-baja,67,11,BT-F,0.014898
densidad-baja,68,11,BT-0,0.019957
densidad-baja,68,11,BT-F,0.017333
densidad-baja,69,11,BT-0,0.018074
densidad-baja,69,11,BT-F,0.017132
densidad-baja,70,11,BT-0,0.014046
densidad-baja,70,11,BT-F,0.014647
densidad-baja,71,12,BT-0,0.018865
densidad-baja,71,12,BT-F,0.018174
densidad-baja,72,12,BT-0,0.020478
densidad-baja,72,12,BT-F,0.014878
densidad-baja,73,12,BT-0,0.022462
densidad-baja,73,12,BT-F,0.030076
densidad-baja,74,12,BT-0,0.019366
densidad-baja,74,12,BT-F,0.015399
densidad-baja,75,12,BT-0,0.03209
densidad-baja,75,12,BT-F,0.022102
densidad-baja,76,12,BT-0,0.016591
densidad-baja,76,12,BT-F,0.020879
densidad-baja,77,13,BT-0,0.022071
densidad-baja,77,13,BT-F,0.017262
densidad-baja,78,13,BT-0,0.024937
densidad-baja,78,13,BT-F,0.023665
densidad-baja,79,13,BT-0,0.034274
densidad-baja,79,13,BT-F,0.017673
densidad-baja,80,13,BT-0,0.018806
densidad-baja,80,13,BT-F,0.02142
densidad-baja,81,13,BT-0,0.023083
densidad-baja,81,13,BT-F,0.022151
densidad-baja,82,13,BT-0,0.020969
densidad-baja,82,13,BT-F,0.017914
densidad-baja,83,14,BT-0,0.027842
densidad-baja,83,14,BT-F,0.029015
densidad-baja,84,14,BT-0,0.018564
densidad-baja,84,14,BT-F,0.019567
densidad-baja,85,14,BT-0,0.025578
densidad-baja,85,14,BT-F,0.025658
densidad-baja,86,14,BT-0,0.024877
densidad-baja,86,14,BT-F,0.028403
densidad-baja,87,14,BT-0,0.036087
densidad-baja,87,14,BT-F,0.032921
densidad-baja,88,14,BT-0,0.027111
densidad-baja,88,14,BT-F,0.029255
densidad-baja,89,15,BT-0,0.024967
densidad-baja,89,15,BT-F,0.028023
densidad-baja,90,15,BT-0,0.017683
densidad-baja,90,15,BT-F,0.030147
densidad-baja,91,15,BT-0,0.032521
densidad-baja,91,15,BT-F,0.02656
densidad-baja,92,15,BT-0,0.032562
densidad-baja,92,15,BT-F,0.029856
densidad-baja,93,15,BT-0,0.031088
densidad-baja,93,15,BT-F,0.030277
densidad-baja,94,15,BT-0,0.044643
densidad-baja,94,15,BT-F,0.022763
densidad-baja,95,16,BT-0,0.027952
densidad-baja,95,16,BT-F,0.029044
densidad-baja,96,16,BT-0,0.032461
densidad-baja,96,16,BT-F,0.03732
densidad-baja,97,16,BT-0,0.063839
densidad-baja,97,16,BT-F,0.0319
densidad-baja,98,16,BT-0,0.035336
densidad-baja,98,16,BT-F,0.027832
densidad-baja,99,16,BT-0,0.029606
densidad-baja,99,16,BT-F,0.027101
densidad-baja,0,0,BT-O,0.001113
densidad-baja,1,0,BT-O,0.001262
densidad-baja,2,0,BT-O,0.001573
densidad-baja,3,0,BT-O,0.001903
densidad-baja,4,0,BT-O,0.002735
densidad-baja,5,1,BT-O,0.004228
densidad-baja,6,1,BT-O,0.011712
densidad-baja,7,1,BT-O,0.012123
densidad-baja,8,1,BT-O,0.022722
densidad-baja,9,1,BT-O,0.048351
densidad-baja,10,1,BT-O,0.088957
densidad-baja,11,2,BT-O,0.312546
densidad-baja,12,2,BT-O,0.408577
densidad-baja,13,2,BT-O,0.688121
densidad-baja,14,2,BT-O,2.58803
densidad-baja,15,2,BT-O,3.29744
densidad-baja,16,2,BT-O,3.50905
densidad-baja,17,3,BT-O,10.1771
densidad-baja,18,3,BT-O,17.0791
densidad-baja,19,3,BT-O,31.7435
densidad-baja,20,3,BT-O,55.1333
densidad-baja,21,3,BT-O,103.02
densidad-baja,22,3,BT-O,208.052
densidad-baja,23,4,BT-O,399.264
densidad-baja,24,4,BT-O,782.937
densidad-baja,25,4,BT-O,1641.41
densidad-baja,26,4,BT-O,3170.0
densidad-baja,27,4,BT-O,6319.83
densidad-baja,28,4,BT-O,12325.2
densidad-baja,29,5,BT-O,24563.1
dinamica,1000,1000,DP,22.3676
dinamica,1000,1500,DP,34.4794
dinamica,1000,2000,DP,46.3675
dinamica,1000,2500,DP,59.7105
dinamica,1000,3000,DP,71.5878
dinamica,1000,3500,DP,94.5297
dinamica,1000,4000,DP,91.7905
dinamica,1000,4500,DP,93.25
dinamica,1000,5000,DP,92.9435
dinamica,1000,5500,DP,94.447
dinamica,1000,6000,DP,93.4891
dinamica,1000,6500,DP,94.9947
dinamica,1000,7000,DP,96.4601
dinamica,1000,7500,DP,94.0658
dinamica,1500,1000,DP,30.3694
dinamica,1500,1500,DP,49.04
dinamica,1500,2000,DP,68.2486
dinamica,1500,2500,DP,100.038
dinamica,1500,3000,DP,122.328
dinamica,1500,3500,DP,145.821
dinamica,1500,4000,DP,169.875
dinamica,1500,4500,DP,195.41
dinamica,1500,5000,DP,220.704
dinamica,1500,5500,DP,242.845
dinamica,1500,6000,DP,256.32
dinamica,1500,6500,DP,255.142
dinamica,1500,7000,DP,258.062
dinamica,1500,7500,DP,257.753
dinamica,2000,1000,DP,35.7613
dinamica,2000,1500,DP,60.0326
dinamica,2000,2000,DP,93.3323
dinamica,2000,2500,DP,140.531
dinamica,2000,3000,DP,178.311
dinamica,2000,3500,DP,222.052
dinamica,2000,4000,DP,262.031
dinamica,2000,4500,DP,307.647
dinamica,2000,5000,DP,347.049
dinamica,2000,5500,DP,393.808
dinamica,2000,6000,DP,434.165
dinamica,2000,6500,DP,469.116
dinamica,2000,7000,DP,501.467
dinamica,2000,7500,DP,536.999
dinamica,2500,1000,DP,52.5582
dinamica,2500,1500,DP,71.4438
dinamica,2500,2000,DP,126.554
dinamica,2500,2500,DP,173.546
dinamica,2500,3000,DP,228.45
dinamica,2500,3500,DP,288.307
dinamica,2500,4000,DP,345.086
dinamica,2500,4500,DP,399.566
dinamica,2500,5000,DP,466.104
dinamica,2500,5500,DP,539.414
dinamica,2500,6000,DP,586.836
dinamica,2500,6500,DP,638.478
dinamica,2500,7000,DP,689.69
dinamica,2500,7500,DP,758.205
dinamica,3000,1000,DP,48.9256
dinamica,3000,1500,DP,78.9835
dinamica,3000,2000,DP,119.332
dinamica,3000,2500,DP,207.438
dinamica,3000,3000,DP,267.069
dinamica,3000,3500,DP,340.23
dinamica,3000,4000,DP,419.604
dinamica,3000,4500,DP,494.812
dinamica,3000,5000,DP,586.976
dinamica,3000,5500,DP,680.162
dinamica,3000,6000,DP,743.004
dinamica,3000,6500,DP,832.475
dinamica,3000,7000,DP,919.661
dinamica,3000,7500,DP,997.755
dinamica,3500,1000,DP,57.4264
dinamica,3500,1500,DP,98.5485
dinamica,3500,2000,DP,156.552
dinamica,3500,2500,DP,252.736
dinamica,3500,3000,DP,324.761
dinamica,3500,3500,DP,399.046
dinamica,3500,4000,DP,485.685
dinamica,3500,4500,DP,575.912
dinamica,3500,5000,DP,679.046
dinamica,3500,5500,DP,785.123
dinamica,3500,6000,DP,869.445
dinamica,3500,6500,DP,979.086
dinamica,3500,7000,DP,1077.75
dinamica,3500,7500,DP,1196.92
dinamica,4000,1000,DP,67.7789
dinamica,4000,1500,DP,110.529
dinamica,4000,2000,DP,167.128
dinamica,4000,2500,DP,290.051
dinamica,4000,3000,DP,366.248
dinamica,4000,3500,DP,449.427
dinamica,4000,4000,DP,556.811
dinamica,4000,4500,DP,658.938
dinamica,4000,5000,DP,774.641
dinamica,4000,5500,DP,914.092
dinamica,4000,6000,DP,1011.95
dinamica,4000,6500,DP,1127.21
dinamica,4000,7000,DP,1257.23
dinamica,4000,7500,DP,1385.86
dinamica,4500,1000,DP,73.7725
dinamica,4500,1500,DP,124.653
dinamica,4500,2000,DP,183.387
dinamica,4500,2500,DP,327.535
dinamica,4500,3000,DP,409.445
dinamica,4500,3500,DP,502.99
dinamica,4500,4000,DP,617.352
dinamica,4500,4500,DP,742.8
dinamica,4500,5000,DP,857.405
dinamica,4500,5500,DP,1006.54
dinamica,4500,6000,DP,1108.45
dinamica,4500,6500,DP,1248.52
dinamica,4500,7000,DP,1380.32
dinamica,4500,7500,DP,1539.92
dinamica,5000,1000,DP,78.3814
dinamica,5000,1500,DP,135.435
dinamica,5000,2000,DP,208.866
dinamica,5000,2500,DP,379.819
dinamica,5000,3000,DP,470.276
dinamica,5000,3500,DP,567.028
dinamica,5000,4000,DP,694.673
dinamica,5000,4500,DP,813.957
dinamica,5000,5000,DP,947.581
dinamica,5000,5500,DP,1118.69
dinamica,5000,6000,DP,1229.55
dinamica,5000,6500,DP,1389.8
dinamica,5000,7000,DP,1550.59
dinamica,5000,7500,DP,1705.24
dinamica,5500,1000,DP,88.9035
dinamica,5500,1500,DP,151.848
dinamica,5500,2000,DP,221.622
dinamica,5500,2500,DP,406.148
dinamica,5500,3000,DP,517.309
dinamica,5500,3500,DP,627.468
dinamica,5500,4000,DP,774.631
dinamica,5500,4500,DP,907.927
dinamica,5500,5000,DP,1036.98
dinamica,5500,5500,DP,1221.28
dinamica,5500,6000,DP,1341.97
dinamica,5500,6500,DP,1506.7
dinamica,5500,7000,DP,1675.65
dinamica,5500,7500,DP,1869.93
dinamica,6000,1000,DP,97.5717
dinamica,6000,1500,DP,167.646
dinamica,6000,2000,DP,241.13
dinamica,6000,2500,DP,470.885
dinamica,6000,3000,DP,586.929
dinamica,6000,3500,DP,719.264
dinamica,6000,4000,DP,851.487
dinamica,6000,4500,DP,1017.2
dinamica,6000,5000,DP,1160.41
dinamica,6000,5500,DP,1400.91
dinamica,6000,6000,DP,1509.2
dinamica,6000,6500,DP,1689.51
dinamica,6000,7000,DP,1852.35
dinamica,6000,7500,DP,2062.72
dinamica,6500,1000,DP,109.679
dinamica,6500,1500,DP,178.1
dinamica,6500,2000,DP,263.097
dinamica,6500,2500,DP,501.477
dinamica,6500,3000,DP,640.708
dinamica,6500,3500,DP,767.456
dinamica,6500,4000,DP,924.311
dinamica,6500,4500,DP,1085.53
dinamica,6500,5000,DP,1237.19
dinamica,6500,5500,DP,1490.22
dinamica,6500,6000,DP,1577.48
dinamica,6500,6500,DP,1790.48
dinamica,6500,7000,DP,1971.42
dinamica,6500,7500,DP,2171.75
dinamica,7000,1000,DP,121.378
dinamica,7000,1500,DP,200.471
dinamica,7000,2000,DP,290.085
dinamica,7000,2500,DP,557.314
dinamica,7000,3000,DP,714.317
dinamica,7000,3500,DP,848.869
dinamica,7000,4000,DP,1026.57
dinamica,7000,4500,DP,1165.07
dinamica,7000,5000,DP,1335.9
dinamica,7000,5500,DP,1586.99
dinamica,7000,6000,DP,1698.54
dinamica,7000,6500,DP,1905.88
dinamica,7000,7000,DP,2084.62
dinamica,7000,7500,DP,2351.78
dinamica,7500,1000,DP,132.394
dinamica,7500,1500,DP,221.506
dinamica,7500,2000,DP,313.044
dinamica,7500,2500,DP,622.365
dinamica,7500,3000,DP,750.762
dinamica,7500,3500,DP,892.38
dinamica,7500,4000,DP,1077.92
dinamica,7500,4500,DP,1253.35
dinamica,7500,5000,DP,1414.33
dinamica,7500,5500,DP,1717.65
dinamica,7500,6000,DP,1803.45
dinamica,7500,6500,DP,2048.02
dinamica,7500,7000,DP,2213.5
dinamica,7500,7500,DP,2502.78
densidad-alta,1,6,DP,0.004247
densidad-alta,2,12,DP,0.00503
densidad-alta,3,18,DP,0.005731
densidad-alta,4,24,DP,0.006592
densidad-alta,5,30,DP,0.008416
densidad-alta,6,36,DP,0.009017
densidad-alta,7,42,DP,0.010921
densidad-alta,8,48,DP,0.011592
densidad-alta,9,54,DP,0.015068
densidad-alta,10,60,DP,0.017092
densidad-alta,11,66,DP,0.021831
densidad-alta,12,72,DP,0.027091
densidad-alta,13,78,DP,0.024225
densidad-alta,14,84,DP,0.035847
densidad-alta,15,90,DP,0.034064
densidad-alta,16,96,DP,0.039885
densidad-alta,17,102,DP,0.040496
densidad-alta,18,108,DP,0.049703
densidad-alta,19,114,DP,0.059351
densidad-alta,20,120,DP,0.06908
densidad-alta,21,126,DP,0.071224
densidad-alta,22,132,DP,0.084117
densidad-alta,23,138,DP,0.079289
densidad-alta,24,144,DP,0.078808
densidad-alta,25,150,DP,0.112331
densidad-alta,26,156,DP,0.110697
densidad-alta,27,162,DP,0.122419
densidad-alta,28,168,DP,0.131517
densidad-alta,29,174,DP,0.131106
densidad-alta,30,180,DP,0.135614
densidad-alta,31,186,DP,0.14357
densidad-alta,32,192,DP,0.166823
densidad-alta,33,198,DP,0.16488
densidad-alta,34,204,DP,0.178375
densidad-alta,35,210,DP,0.190758
densidad-alta,36,216,DP,0.18176
densidad-alta,37,222,DP,0.286127
densidad-alta,38,228,DP,0.226635
densidad-alta,39,234,DP,0.258294
densidad-alta,40,240,DP,0.252964
densidad-alta,41,246,DP,0.329228
densidad-alta,42,252,DP,0.280036
densidad-alta,43,258,DP,0.288691
densidad-alta,44,264,DP,0.297989
densidad-alta,45,270,DP,0.348694
densidad-alta,46,276,DP,0.300203
densidad-alta,47,282,DP,0.384912
densidad-alta,48,288,DP,0.419937
densidad-alta,49,294,DP,0.440386
densidad-alta,50,300,DP,0.443402
densidad-alta,51,306,DP,0.433523
densidad-alta,52,312,DP,0.504927
densidad-alta,53,318,DP,0.454382
densidad-alta,54,324,DP,0.419046
densidad-alta,55,330,DP,0.459803
densidad-alta,56,336,DP,0.534292
densidad-alta,57,342,DP,0.540624
densidad-alta,58,348,DP,0.499266
densidad-alta,59,354,DP,0.590488
densidad-alta,60,360,DP,0.567745
densidad-alta,61,366,DP,0.691457
densidad-alta,62,372,DP,0.67205
densidad-alta,63,378,DP,0.627968
densidad-alta,64,384,DP,0.747703
densidad-alta,65,390,DP,0.744086
densidad-alta,66,396,DP,0.761277
densidad-alta,67,402,DP,0.894067
densidad-alta,68,408,DP,0.79419
densidad-alta,69,414,DP,0.724299
densidad-alta,70,420,DP,1.05707
densidad-alta,71,426,DP,1.16344
densidad-alta,72,432,DP,0.924374
densidad-alta,73,438,DP,1.05119
densidad-alta,74,444,DP,1.36469
densidad-alta,75,450,DP,0.98603
densidad-alta,76,456,DP,1.05926
densidad-alta,77,462,DP,0.946436
densidad-alta,78,468,DP,1.05367
densidad-alta,79,474,DP,1.09085
densidad-alta,80,480,DP,1.07064
densidad-alta,81,486,DP,1.12866
densidad-alta,82,492,DP,1.18773
densidad-alta,83,498,DP,1.19214
densidad-alta,84,504,DP,1.24382
densidad-alta,85,510,DP,1.21552
densidad-alta,86,516,DP,1.03222
densidad-alta,87,522,DP,1.31151
densidad-alta,88,528,DP,1.14743
densidad-alta,89,534,DP,1.23445
densidad-alta,90,540,DP,1.28951
densidad-alta,91,546,DP,1.55112
densidad-alta,92,552,DP,1.3912
densidad-alta,93,558,DP,1.9221
densidad-alta,94,564,DP,1.28909
densidad-alta,95,570,DP,1.80937
densidad-alta,96,576,DP,1.63765
densidad-alta,97,582,DP,1.63721
densidad-alta,98,588,DP,1.42854
densidad-alta,99,594,DP,1.47969
densidad-alta,100,600,DP,1.78299
densidad-alta,101,606,DP,1.69189
densidad-alta,102,612,DP,1.60921
densidad-alta,103,618,DP,2.136
densidad-alta,104,624,DP,1.97891
densidad-alta,105,630,DP,1.52926
densidad-alta,106,636,DP,1.92795
densidad-alta,107,642,DP,2.1414
densidad-alta,108,648,DP,2.55246
densidad-alta,109,654,DP,2.55122
densidad-alta,110,660,DP,1.76778
densidad-alta,111,666,DP,3.06002
densidad-alta,112,672,DP,1.52917
densidad-alta,113,678,DP,2.56588
densidad-alta,114,684,DP,2.22406
densidad-alta,115,690,DP,1.81498
densidad-alta,116,696,DP,2.29857
densidad-alta,117,702,DP,2.56212
densidad-alta,118,708,DP,3.51275
densidad-alta,119,714,DP,2.65467
densidad-alta,120,720,DP,3.35967
densidad-alta,121,726,DP,2.27501
densidad-alta,122,732,DP,2.54101
densidad-alta,123,738,DP,3.09338
densidad-alta,124,744,DP,2.1601
densidad-alta,125,750,DP,2.25217
densidad-alta,126,756,DP,2.36244
densidad-alta,127,762,DP,2.73638
densidad-alta,128,768,DP,2.95702
densidad-alta,129,774,DP,2.59707
densidad-alta,130,780,DP,2.51596
densidad-alta,131,786,DP,2.98259
densidad-alta,132,792,DP,2.9007
densidad-alta,133,798,DP,2.94939
densidad-alta,134,804,DP,3.48595
densidad-alta,135,810,DP,3.34733
densidad-alta,136,816,DP,3.04902
densidad-alta,137,822,DP,3.3475
densidad-alta,138,828,DP,2.88808
densidad-alta,139,834,DP,3.05333
densidad-alta,140,840,DP,3.45515
densidad-alta,141,846,DP,2.87832
densidad-alta,142,852,DP,3.89781
densidad-alta,143,858,DP,4.04186
densidad-alta,144,864,DP,4.12717
densidad-alta,145,870,DP,5.44829
densidad-alta,146,876,DP,4.00276
densidad-alta,147,882,DP,4.20705
densidad-alta,148,888,DP,4.79285
densidad-alta,149,894,DP,4.81461
densidad-alta,150,900,DP,3.17521
densidad-alta,151,906,DP,4.87774
densidad-alta,152,912,DP,3.56141
densidad-alta,153,918,DP,3.90522
densidad-alta,154,924,DP,3.37577
densidad-alta,155,930,DP,3.80696
densidad-alta,156,936,DP,4.90266
densidad-alta,157,942,DP,3.83203
densidad-alta,158,948,DP,5.82027
densidad-alta,159,954,DP,4.35806
densidad-alta,160,960,DP,5.85331
densidad-alta,161,966,DP,5.22324
densidad-alta,162,972,DP,4.71693
densidad-alta,163,978,DP,5.39588
densidad-alta,164,984,DP,5.11948
densidad-alta,165,990,DP,4.33348
densidad-alta,166,996,DP,5.00445
densidad-alta,167,1002,DP,5.07585
densidad-alta,168,1008,DP,5.1664
densidad-alta,169,1014,DP,5.00553
densidad-alta,170,1020,DP,6.10469
densidad-alta,171,1026,DP,5.47464
densidad-alta,172,1032,DP,6.34748
densidad-alta,173,1038,DP,7.38638
densidad-alta,174,1044,DP,6.61773
densidad-alta,175,1050,DP,5.79454
densidad-alta,176,1056,DP,5.90567
densidad-alta,177,1062,DP,6.29955
densidad-alta,178,1068,DP,5.47059
densidad-alta,179,1074,DP,6.19472
densidad-alta,180,1080,DP,5.16323
densidad-alta,181,1086,DP,5.52551
densidad-alta,182,1092,DP,6.23643
densidad-alta,183,1098,DP,5.99176
densidad-alta,184,1104,DP,6.27513
densidad-alta,185,1110,DP,5.47531
densidad-alta,186,1116,DP,6.98349
densidad-alta,187,1122,DP,5.79296
densidad-alta,188,1128,DP,5.95379
densidad-alta,189,1134,DP,5.09345
densidad-alta,190,1140,DP,6.6258
densidad-alta,191,1146,DP,5.90535
densidad-alta,192,1152,DP,3.10813
densidad-alta,193,1158,DP,6.89177
densidad-alta,194,1164,DP,6.8282
densidad-alta,195,1170,DP,6.96206
densidad-alta,196,1176,DP,7.66547
densidad-alta,197,1182,DP,7.00837
densidad-alta,198,1188,DP,6.61781
densidad-alta,199,1194,DP,8.51469
densidad-alta,200,1200,DP,5.90959
densidad-baja,1,0,DP,0.004588
densidad-baja,2,0,DP,0.00516
densidad-baja,3,0,DP,0.005219
densidad-baja,4,0,DP,0.00554
densidad-baja,5,0,DP,0.0055
densidad-baja,6,1,DP,0.006412
densidad-baja,7,1,DP,0.006702
densidad-baja,8,1,DP,0.006943
densidad-baja,9,1,DP,0.007003
densidad-baja,10,1,DP,0.007965
densidad-baja,11,1,DP,0.008566
densidad-baja,12,2,DP,0.0106
densidad-baja,13,2,DP,0.008026
densidad-baja,14,2,DP,0.008797
densidad-baja,15,2,DP,0.008977
densidad-baja,16,2,DP,0.009167
densidad-baja,17,2,DP,0.009497
densidad-baja,18,3,DP,0.01067
densidad-baja,19,3,DP,0.011471
densidad-baja,20,3,DP,0.017583
densidad-baja,21,3,DP,0.011692
densidad-baja,22,3,DP,0.012564
densidad-baja,23,3,DP,0.012704
densidad-baja,24,4,DP,0.014107
densidad-baja,25,4,DP,0.019777
densidad-baja,26,4,DP,0.013325
densidad-baja,27,4,DP,0.012223
densidad-baja,28,4,DP,0.014738
densidad-baja,29,4,DP,0.014797
densidad-baja,30,5,DP,0.012594
densidad-baja,31,5,DP,0.01582
densidad-baja,32,5,DP,0.016321
densidad-baja,33,5,DP,0.016872
densidad-baja,34,5,DP,0.01629
densidad-baja,35,5,DP,0.015068
densidad-baja,36,6,DP,0.018525
densidad-baja,37,6,DP,0.018474
densidad-baja,38,6,DP,0.019396
densidad-baja,39,6,DP,0.019998
densidad-baja,40,6,DP,0.020228
densidad-baja,41,6,DP,0.02108
densidad-baja,42,7,DP,0.021961
densidad-baja,43,7,DP,0.021871
densidad-baja,44,7,DP,0.025087
densidad-baja,45,7,DP,0.02683
densidad-baja,46,7,DP,0.025488
densidad-baja,47,7,DP,0.029495
densidad-baja,48,8,DP,0.032662
densidad-baja,49,8,DP,0.025388
densidad-baja,50,8,DP,0.027732
densidad-baja,51,8,DP,0.026399
densidad-baja,52,8,DP,0.02148
densidad-baja,53,8,DP,0.028313
densidad-baja,54,9,DP,0.023515
densidad-baja,55,9,DP,0.029886
densidad-baja,56,9,DP,0.031228
densidad-baja,57,9,DP,0.02698
densidad-baja,58,9,DP,0.033533
densidad-baja,59,9,DP,0.030928
densidad-baja,60,10,DP,0.034805
densidad-baja,61,10,DP,0.034093
densidad-baja,62,10,DP,0.033814
densidad-baja,63,10,DP,0.025618
densidad-baja,64,10,DP,0.025989
densidad-baja,65,10,DP,0.027712
densidad-baja,66,11,DP,0.033232
densidad-baja,67,11,DP,0.038543
densidad-baja,68,11,DP,0.036869
densidad-baja,69,11,DP,0.038302
densidad-baja,70,11,DP,0.03741
densidad-baja,71,11,DP,0.03738
densidad-baja,72,12,DP,0.038281
densidad-baja,73,12,DP,0.034024
densidad-baja,74,12,DP,0.040305
densidad-baja,75,12,DP,0.041608
densidad-baja,76,12,DP,0.033242
densidad-baja,77,12,DP,0.042911
densidad-baja,78,13,DP,0.051998
densidad-baja,79,13,DP,0.041297
densidad-baja,80,13,DP,0.044895
densidad-baja,81,13,DP,0.049072
densidad-baja,82,13,DP,0.036038
densidad-baja,83,13,DP,0.045956
densidad-baja,84,14,DP,0.052659
densidad-baja,85,14,DP,0.049072
densidad-baja,86,14,DP,0.054001
densidad-baja,87,14,DP,0.056165
densidad-baja,88,14,DP,0.042691
densidad-baja,89,14,DP,0.057848
densidad-baja,90,15,DP,0.046758
densidad-baja,91,15,DP,0.054102
densidad-baja,92,15,DP,0.047259
densidad-baja,93,15,DP,0.046016
densidad-baja,94,15,DP,0.05839
densidad-baja,95,15,DP,0.052137
densidad-baja,96,16,DP,0.073278
densidad-baja,97,16,DP,0.05878
densidad-baja,98,16,DP,0.058029
densidad-baja,99,16,DP,0.057759
densidad-baja,100,16,DP,0.055614
densidad-baja,101,16,DP,0.073859
densidad-baja,102,17,DP,0.060514
densidad-baja,103,17,DP,0.050555
densidad-baja,104,17,DP,0.061836
densidad-baja,105,17,DP,0.066284
densidad-baja,106,17,DP,0.067947
densidad-baja,107,17,DP,0.066154
densidad-baja,108,18,DP,0.056145
densidad-baja,109,18,DP,0.070973
densidad-baja,110,18,DP,0.075632
densidad-baja,111,18,DP,0.070723
densidad-baja,112,18,DP,0.07476
densidad-baja,113,18,DP,0.071133
densidad-baja,114,19,DP,0.076934
densidad-baja,115,19,DP,0.078057
densidad-baja,116,19,DP,0.059832
densidad-baja,117,19,DP,0.071995
densidad-baja,118,19,DP,0.093976
densidad-baja,119,19,DP,0.082044
densidad-baja,120,20,DP,0.075612
densidad-baja,121,20,DP,0.064541
densidad-baja,122,20,DP,0.080401
densidad-baja,123,20,DP,0.068088
densidad-baja,124,20,DP,0.079048
densidad-baja,125,20,DP,0.068589
densidad-baja,126,21,DP,0.083477
densidad-baja,127,21,DP,0.063138
densidad-baja,128,21,DP,0.086442
densidad-baja,129,21,DP,0.087424
densidad-baja,130,21,DP,0.092824
densidad-baja,131,21,DP,0.071184
densidad-baja,132,22,DP,0.093094
densidad-baja,133,22,DP,0.094968
densidad-baja,134,22,DP,0.090861
densidad-baja,135,22,DP,0.089999
densidad-baja,136,22,DP,0.093987
densidad-baja,137,22,DP,0.093576
densidad-baja,138,23,DP,0.101991
densidad-baja,139,23,DP,0.098625
densidad-baja,140,23,DP,0.092594
densidad-baja,141,23,DP,0.098545
densidad-baja,142,23,DP,0.096471
densidad-baja,143,23,DP,0.107271
densidad-baja,144,24,DP,0.11215
densidad-baja,145,24,DP,0.14901
densidad-baja,146,24,DP,0.087684
densidad-baja,147,24,DP,0.102302
densidad-baja,148,24,DP,0.100308
densidad-baja,149,24,DP,0.099837
densidad-baja,150,25,DP,0.108043
densidad-baja,151,25,DP,0.107101
densidad-baja,152,25,DP,0.108143
densidad-baja,153,25,DP,0.100769
densidad-baja,154,25,DP,0.102082
densidad-baja,155,25,DP,0.149661
densidad-baja,156,26,DP,0.089758
densidad-baja,157,26,DP,0.089779
densidad-baja,158,26,DP,0.105337
densidad-baja,159,26,DP,0.165531
densidad-baja,160,26,DP,0.1175
densidad-baja,161,26,DP,0.121398
densidad-baja,162,27,DP,0.128551
densidad-baja,163,27,DP,0.135404
densidad-baja,164,27,DP,0.12302
densidad-baja,165,27,DP,0.123361
densidad-baja,166,27,DP,0.226676
densidad-baja,167,27,DP,0.100508
densidad-baja,168,28,DP,0.100478
densidad-baja,169,28,DP,0.137468
densidad-baja,170,28,DP,0.129873
densidad-baja,171,28,DP,0.127449
densidad-baja,172,28,DP,0.096761
densidad-baja,173,28,DP,0.18136
densidad-baja,174,29,DP,0.137267
densidad-baja,175,29,DP,0.131266
densidad-baja,176,29,DP,0.139392
densidad-baja,177,29,DP,0.139521
densidad-baja,178,29,DP,0.134783
densidad-baja,179,29,DP,0.103875
densidad-baja,180,30,DP,0.161072
densidad-baja,181,30,DP,0.20273
densidad-baja,182,30,DP,0.109205
densidad-baja,183,30,DP,0.115687
densidad-baja,184,30,DP,0.105528
densidad-baja,185,30,DP,0.180419
densidad-baja,186,31,DP,0.126196
densidad-baja,187,31,DP,0.158478
densidad-baja,188,31,DP,0.18693
densidad-baja,189,31,DP,0.166312
densidad-baja,190,31,DP,0.169137
densidad-baja,191,31,DP,0.156504
densidad-baja,192,32,DP,0.166563
densidad-baja,193,32,DP,0.150673
densidad-baja,194,32,DP,0.152315
densidad-baja,195,32,DP,0.137698
densidad-baja,196,32,DP,0.18155
densidad-baja,197,32,DP,0.119784
densidad-baja,198,33,DP,0.1547
densidad-baja,199,33,DP,0.150742
densidad-baja,200,33,DP,0.219752
densidad-mezclada,1,2,DP,0.004819
